Z_i,A total  [Msun^{-1}],A MRR  [Msun^{-1}],A nonMRR  [Msun^{-1}],A MRR_spin  [Msun^{-1}],A nonMRR_spin  [Msun^{-1}],B total  [Msun^{-1}],B MRR  [Msun^{-1}],B nonMRR  [Msun^{-1}],B MRR_spin  [Msun^{-1}],B nonMRR_spin  [Msun^{-1}],C total  [Msun^{-1}],C MRR  [Msun^{-1}],C nonMRR  [Msun^{-1}],C MRR_spin  [Msun^{-1}],C nonMRR_spin  [Msun^{-1}],D total  [Msun^{-1}],D MRR  [Msun^{-1}],D nonMRR  [Msun^{-1}],D MRR_spin  [Msun^{-1}],D nonMRR_spin  [Msun^{-1}],E total  [Msun^{-1}],E MRR  [Msun^{-1}],E nonMRR  [Msun^{-1}],E MRR_spin  [Msun^{-1}],E nonMRR_spin  [Msun^{-1}],F total  [Msun^{-1}],F MRR  [Msun^{-1}],F nonMRR  [Msun^{-1}],F MRR_spin  [Msun^{-1}],F nonMRR_spin  [Msun^{-1}],G total  [Msun^{-1}],G MRR  [Msun^{-1}],G nonMRR  [Msun^{-1}],G MRR_spin  [Msun^{-1}],G nonMRR_spin  [Msun^{-1}],H total  [Msun^{-1}],H MRR  [Msun^{-1}],H nonMRR  [Msun^{-1}],H MRR_spin  [Msun^{-1}],H nonMRR_spin  [Msun^{-1}],I total  [Msun^{-1}],I MRR  [Msun^{-1}],I nonMRR  [Msun^{-1}],I MRR_spin  [Msun^{-1}],I nonMRR_spin  [Msun^{-1}],J total  [Msun^{-1}],J MRR  [Msun^{-1}],J nonMRR  [Msun^{-1}],J MRR_spin  [Msun^{-1}],J nonMRR_spin  [Msun^{-1}],K total  [Msun^{-1}],K MRR  [Msun^{-1}],K nonMRR  [Msun^{-1}],K MRR_spin  [Msun^{-1}],K nonMRR_spin  [Msun^{-1}],L total  [Msun^{-1}],L MRR  [Msun^{-1}],L nonMRR  [Msun^{-1}],L MRR_spin  [Msun^{-1}],L nonMRR_spin  [Msun^{-1}],M total  [Msun^{-1}],M MRR  [Msun^{-1}],M nonMRR  [Msun^{-1}],M MRR_spin  [Msun^{-1}],M nonMRR_spin  [Msun^{-1}],N total  [Msun^{-1}],N MRR  [Msun^{-1}],N nonMRR  [Msun^{-1}],N MRR_spin  [Msun^{-1}],N nonMRR_spin  [Msun^{-1}],O total  [Msun^{-1}],O MRR  [Msun^{-1}],O nonMRR  [Msun^{-1}],O MRR_spin  [Msun^{-1}],O nonMRR_spin  [Msun^{-1}],P total  [Msun^{-1}],P MRR  [Msun^{-1}],P nonMRR  [Msun^{-1}],P MRR_spin  [Msun^{-1}],P nonMRR_spin  [Msun^{-1}],Q total  [Msun^{-1}],Q MRR  [Msun^{-1}],Q nonMRR  [Msun^{-1}],Q MRR_spin  [Msun^{-1}],Q nonMRR_spin  [Msun^{-1}],R total  [Msun^{-1}],R MRR  [Msun^{-1}],R nonMRR  [Msun^{-1}],R MRR_spin  [Msun^{-1}],R nonMRR_spin  [Msun^{-1}],S total  [Msun^{-1}],S MRR  [Msun^{-1}],S nonMRR  [Msun^{-1}],S MRR_spin  [Msun^{-1}],S nonMRR_spin  [Msun^{-1}],T total  [Msun^{-1}],T MRR  [Msun^{-1}],T nonMRR  [Msun^{-1}],T MRR_spin  [Msun^{-1}],T nonMRR_spin  [Msun^{-1}]
0_00817,2.701794746986748e-06,5.439248785133215e-07,2.157869868473427e-06,0.0,1.3630864659242591e-06,2.74500964519557e-06,3.2544223760228854e-07,2.419567407593281e-06,3.771259194377696e-09,1.1888089060621685e-06,2.228293984553864e-06,4.383948266000584e-07,1.7898991579538053e-06,0.0,3.674388393297597e-07,2.5712529595438184e-06,4.895410381257251e-07,2.081711921418093e-06,1.1842451369756815e-09,5.650285273671127e-07,2.6331904232334835e-06,5.199848066610651e-07,2.1132056165724185e-06,2.3591117675264723e-09,1.3016586415545126e-06,1.776927910810008e-05,1.4183781769297396e-05,3.585497338802686e-06,9.108228409831728e-06,2.2713122983451508e-06,1.0234355291657532e-06,8.508335948296536e-08,9.383521696827878e-07,4.2657959847347105e-09,4.565036384827155e-07,2.515223811888621e-06,5.527960198733354e-07,1.962427792015286e-06,4.713455495156242e-07,1.002842034780978e-06,1.3593394974626228e-06,8.621485350380133e-08,1.2731246439588217e-06,0.0,2.12623707623482e-07,7.051597870055001e-07,8.088541310827556e-08,6.242743738972245e-07,0.0,2.1331464981410363e-08,1.804126198272088e-05,1.435020017641581e-05,3.69106180630507e-06,9.076039223566544e-06,2.399126030922936e-06,1.640358170098905e-06,7.521567494465522e-07,8.882014206523528e-07,4.282648344553514e-08,2.948263954427578e-07,5.059104034723949e-06,5.579777824263271e-07,4.501126252297622e-06,1.4780808111344192e-08,3.014151569204252e-06,1.4992375128670143e-06,5.185907955308854e-07,9.806467173361289e-07,4.61856894943313e-09,4.387040356669685e-07,2.6973137173543453e-06,5.430213054799725e-07,2.154292411874373e-06,0.0,1.3608280751517104e-06,3.3603668710364803e-06,4.814772535385479e-07,2.878889617497933e-06,2.635107288743102e-08,2.454342912717932e-06,3.8126257879093193e-06,4.777840413473911e-07,3.3348417465619287e-06,1.1417722625225653e-08,3.113295860391646e-06,3.5062141980626208e-06,4.751798608928305e-07,3.0310343371697905e-06,2.826201075069277e-08,2.7947885078177576e-06,7.856226778010844e-06,3.20560364848256e-06,4.650623129528283e-06,8.59229883676551e-08,3.5635819399388923e-06,1.2462633945982058e-09,0.0,1.2462633945982058e-09,0.0,0.0
0_00912,1.737033439854655e-06,4.635703460146857e-07,1.2734630938399691e-06,0.0,5.858290443968103e-07,1.94541878537552e-06,3.4150451992366244e-07,1.603914265451857e-06,0.0,5.377668059825681e-07,1.780745233904445e-06,4.2635628346741785e-07,1.3543889504370271e-06,0.0,1.37842171119233e-07,2.0068933854297704e-06,4.470594975438696e-07,1.5598338878859008e-06,0.0,2.728057642892173e-07,1.7865743253812064e-06,4.849990899804273e-07,1.3015752354007794e-06,0.0,6.205264910640068e-07,1.7897717410579587e-05,1.4894074630893643e-05,3.0036427796859474e-06,9.323552189449734e-06,1.7527631509953771e-06,8.156173501169019e-07,2.197635159470384e-08,7.93640998522198e-07,0.0,4.035099227513467e-07,1.7285654663925764e-06,4.493073751296195e-07,1.2792580912629568e-06,4.282496601353982e-07,4.581118624301042e-07,8.705308503099005e-07,1.728528103395749e-08,8.532455692759431e-07,0.0,9.860597593201689e-08,4.203034762965371e-07,1.7009388710958893e-08,4.032940875855782e-07,0.0,1.4681986772581796e-08,1.8474127899115872e-05,1.5318664865672782e-05,3.1554630334430865e-06,9.780724194201897e-06,1.7962057272819309e-06,1.121038743049807e-06,6.39025105181915e-07,4.820136378678918e-07,2.692089630302045e-08,6.75814847345799e-08,3.724194706056487e-06,4.308000051462158e-07,3.293394700910272e-06,4.083489174884835e-09,2.091280098670765e-06,1.0618716113210212e-06,4.726814935014823e-07,5.891901178195387e-07,0.0,1.0428183356682584e-07,1.733993414358716e-06,4.627593553737641e-07,1.2712340589849516e-06,0.0,5.848041568845172e-07,2.3060649526108536e-06,4.579121866070367e-07,1.8481527660038169e-06,0.0,1.4212048682938293e-06,2.2948825299956723e-06,4.575972965483158e-07,1.8372852334473563e-06,4.628981833813806e-09,1.682203557434755e-06,2.073625027891252e-06,4.562543903583822e-07,1.6173706375328691e-06,0.0,1.4884264974468585e-06,6.415097768685615e-06,2.694970559624096e-06,3.72012720906152e-06,7.568846915097776e-08,2.650972902106952e-06,0.0,0.0,0.0,0.0,0.0
0_01018,1.1002665378568424e-06,2.7729939850843445e-07,8.22967139348408e-07,1.27632390704364e-09,3.0134864345478097e-07,1.2768392795696318e-06,2.0349030829303026e-07,1.0733489712766014e-06,2.110154483394157e-09,2.1016768340168454e-07,1.5864754666311854e-06,2.739502796816499e-07,1.3125251869495354e-06,1.092027950355496e-09,8.88465269114268e-08,1.6222050454981849e-06,2.6709451590047724e-07,1.3551105295977077e-06,0.0,2.2163345073027385e-07,1.0538130186894803e-06,2.5839857183857484e-07,7.954144468509053e-07,8.47987354653654e-10,2.872927129503954e-07,2.273208413936867e-05,1.97047860328938e-05,3.027298106474876e-06,1.230201863124882e-05,1.6871235818339764e-06,6.215866691719906e-07,0.0,6.215866691719906e-07,0.0,2.148295666915882e-07,1.068402895176457e-06,2.531568012654085e-07,8.152460939110483e-07,2.531568012654085e-07,1.919412592503576e-07,5.616039298274591e-07,1.223762329564055e-09,5.603801674978951e-07,1.223762329564055e-09,6.985746502018308e-08,3.4175138060263173e-07,0.0,3.4175138060263173e-07,0.0,1.341818480552175e-08,2.298011071946708e-05,1.9633406606693505e-05,3.3467041127735733e-06,1.2400698021964184e-05,1.927000842097668e-06,8.345028183198735e-07,3.74641744415141e-07,4.598610739047324e-07,1.4346948708431493e-08,8.985646318172964e-08,2.5114308059603224e-06,2.8796288425389254e-07,2.2234679217064305e-06,7.0357159187886405e-09,1.2896869790224028e-06,6.708852232875057e-07,2.609037983266873e-07,4.0998142496081843e-07,1.269290373401648e-09,7.820707974796588e-08,1.0982122252776188e-06,2.7678080083068453e-07,8.214314244469343e-07,1.273939237823338e-09,3.007856039307143e-07,1.1029776540746703e-06,2.3089881729109e-07,8.720788367835804e-07,0.0,5.775363366297934e-07,8.930278155695592e-07,2.29309663178372e-07,6.637181523911873e-07,2.829645396677173e-09,6.31126538952682e-07,8.752742420216828e-07,2.839694281134553e-07,5.913048139082274e-07,2.390726379742885e-09,5.714674964346734e-07,4.939898308860792e-06,2.059048194936027e-06,2.8808501139247643e-06,4.790716736099563e-08,2.036464002507268e-06,0.0,0.0,0.0,0.0,0.0
0_01137,9.676852758223687e-07,5.0106452742360206e-08,9.175788230800084e-07,3.2807867490253656e-08,4.841649151070528e-07,1.34920031821931e-06,3.931344203448466e-08,1.3098868761848251e-06,2.6971965612384664e-08,5.368522396326716e-07,1.7830164641853496e-06,1.1346631882028257e-07,1.6695501453650671e-06,4.3385511471840373e-08,4.516343704458832e-07,1.726461493279296e-06,1.508762598854789e-07,1.5755852333938175e-06,6.138585882287692e-08,4.152646543261517e-07,1.0299474930339032e-06,4.8721483916843234e-08,9.812260091170602e-07,1.840569645577745e-08,5.047990739038899e-07,9.398287482215065e-06,6.807516407633973e-06,2.590771074581088e-06,6.324309449292277e-06,1.935402083372322e-06,4.335308274090732e-07,1.1828245189806157e-07,3.1524837551101164e-07,0.0,7.441710760705577e-09,9.682908793334669e-07,4.365774250396036e-08,9.246331368295064e-07,4.365774250396036e-08,6.130810433957959e-07,4.783108806566533e-07,1.570689967357227e-08,4.626039809830812e-07,0.0,1.4626859443026781e-08,3.505913890309633e-07,0.0,3.505913890309633e-07,0.0,7.754787458687254e-09,9.538425528786564e-06,7.130846056535426e-06,2.407579472251138e-06,6.600903053688132e-06,1.829812493771725e-06,9.58338663606791e-07,9.903354394773854e-08,8.593051196590524e-07,4.106733102174128e-08,3.938815333022763e-07,2.0199201836161504e-06,2.5178565825547523e-08,1.994741617790603e-06,6.435996758219511e-09,1.1833049314814431e-06,7.157108448658712e-07,4.282884733669304e-08,6.728819975291781e-07,3.028564595807647e-08,2.8787854466168696e-07,9.66019902390021e-07,5.001990894356369e-08,9.159999934464572e-07,3.2751246778101603e-08,4.833313822184237e-07,1.78853420962835e-06,1.7123239420639684e-07,1.6173018154219527e-06,1.5060810793338633e-07,1.2576849444564634e-06,2.511664856888583e-06,4.764686206107402e-07,2.035196236277843e-06,4.444471072108903e-07,1.8353981696268256e-06,1.921374100406267e-06,4.356068800734977e-07,1.4857672203327693e-06,3.916985635382047e-07,1.3568751801713989e-06,5.168065584599628e-06,1.6851674987625738e-06,3.4828980858370548e-06,3.195081939391194e-07,2.543981679940064e-06,0.0,0.0,0.0,0.0,0.0
0_01269,6.879442205391942e-07,1.7693098508653823e-08,6.702511220305404e-07,9.744563263692244e-09,2.938701412488971e-07,9.949985712841071e-07,1.8938203807908733e-08,9.760603674761983e-07,1.8938203807908733e-08,3.543230182594975e-07,1.2667689717381605e-06,1.7983032310496292e-08,1.248785939427664e-06,1.3049224896477214e-08,3.140578928744166e-07,1.3990942698651897e-06,1.985719340801836e-07,1.200522335785006e-06,7.558722514536648e-08,3.1196421847601885e-07,7.032817899929757e-07,5.53252742014218e-08,6.479565157915539e-07,2.4365821716325626e-08,2.957923169569553e-07,8.512265441255182e-06,5.657882206370203e-06,2.85438323488498e-06,5.472755273886463e-06,2.386664345754853e-06,8.277667409468482e-07,4.597820687222412e-07,3.679846722246071e-07,3.237857303184359e-07,9.453461389026877e-08,5.961845568033937e-07,8.036087569822727e-09,5.881484692335709e-07,8.036087569822727e-09,2.825787764257232e-07,3.738241064891501e-07,0.0,3.738241064891501e-07,0.0,4.6386130175429615e-09,2.915554259982964e-07,0.0,2.915554259982964e-07,0.0,4.177257534581398e-09,8.438076250813073e-06,5.698852415875752e-06,2.739223834937322e-06,5.569209405944531e-06,2.2211185304393275e-06,8.218504333602728e-07,6.047496652999586e-08,7.613754668302768e-07,5.1371247700161954e-08,3.345752707502734e-07,1.3307584773237473e-06,5.3080145279378266e-08,1.277678332044369e-06,3.2079806507252355e-08,6.63170655897708e-07,5.725325234612168e-07,2.7162132003683e-08,5.453703914575338e-07,1.7547520982250288e-08,2.4186946093228097e-07,6.866499014035967e-07,1.7659820760112613e-08,6.68990080643484e-07,9.726226584334364e-09,2.933176812141186e-07,1.334752981868754e-06,2.1351862635487506e-07,1.1212343555138792e-06,1.8048169530485125e-07,8.810256205346481e-07,1.4830226769708358e-06,4.84350493606178e-07,9.986721833646577e-07,4.369216032990146e-07,9.108432911321864e-07,1.477522554189086e-06,5.47956010523831e-07,9.29566543665255e-07,4.962084925443897e-07,8.465944819271538e-07,4.00604306139027e-06,1.3244659711542143e-06,2.681577090236055e-06,3.502506014111255e-07,1.9217707275043604e-06,0.0,0.0,0.0,0.0,0.0
0_01416,4.241851717071665e-07,3.5362818623733634e-08,3.8882235308343293e-07,3.240952115353096e-08,1.4579327385694305e-07,6.156573556019493e-07,5.630019647051463e-10,6.150943536372442e-07,5.630019647051463e-10,1.95981945934384e-07,9.39252307971192e-07,2.4016542542657034e-09,9.368506537169264e-07,1.9572354464349702e-09,2.427391701308401e-07,9.182090238452224e-07,7.708339416882812e-08,8.411256296763941e-07,4.65350391705218e-08,2.0092792237009209e-07,4.797364546656627e-07,3.605177239971434e-08,4.436846822659482e-07,3.426867739176061e-08,1.586197826875308e-07,7.060864601868371e-06,3.897466480974985e-06,3.1633981208933856e-06,3.891822232395286e-06,2.867526841787693e-06,4.873372702352654e-07,2.0105222315255374e-07,2.862850470827116e-07,2.0105222315255374e-07,7.307263491095257e-08,3.663934559063193e-07,0.0,3.663934559063193e-07,0.0,1.3664661504359244e-07,3.268047522544869e-07,1.2086935557163312e-08,3.147178166973236e-07,8.307263371463009e-09,1.821077911681995e-09,2.1482661401414569e-07,0.0,2.1482661401414569e-07,0.0,0.0,6.926846323100816e-06,3.862271947142212e-06,3.0645743759586043e-06,3.858279360409902e-06,2.8020471831191337e-06,5.15809582820906e-07,6.908748074330972e-08,4.4672210207759634e-07,6.908748074330972e-08,2.0574945502839493e-07,6.649174941301955e-07,1.8101313397059942e-09,6.631073627904896e-07,1.0358246254698283e-09,3.084285608641987e-07,3.910178354832138e-07,3.3658509474740225e-08,3.573593260084735e-07,2.9643501928191532e-08,1.3451817235322026e-07,4.233702431712576e-07,3.529490065720193e-08,3.880753425140556e-07,3.234730628297096e-08,1.4551443213106577e-07,8.946263461904097e-07,1.423024156004543e-07,7.523239305899556e-07,1.3386181284885101e-07,5.683858029828775e-07,1.1676461087492674e-06,3.416055684380471e-07,8.260405403112201e-07,3.416055684380471e-07,7.737507864988812e-07,1.0739000362761263e-06,4.208584232814465e-07,6.5304161299468e-07,4.168512465770882e-07,6.155060523419747e-07,3.2191890054970477e-06,9.7778997338545e-07,2.2413990321115976e-06,3.554526587130612e-07,1.5711657409889348e-06,0.0,0.0,0.0,0.0,0.0
0_01581,1.753815116250397e-07,6.310977127081539e-09,1.6907053449795817e-07,6.310977127081539e-09,4.94241980080604e-08,2.312321338622839e-07,0.0,2.312321338622839e-07,0.0,5.444006259384989e-08,4.747670914024341e-07,5.500981889848921e-09,4.692661095125852e-07,5.500981889848921e-09,6.720383112199783e-08,3.4973649792960813e-07,1.4118403082858836e-08,3.356180948467493e-07,1.4118403082858836e-08,5.8711391138227443e-08,1.4203744289057828e-07,0.0,1.4203744289057828e-07,0.0,2.1382034173675424e-08,3.3611290078177343e-06,1.7857256003669836e-06,1.575403407450751e-06,1.7857256003669836e-06,1.4547855693655795e-06,1.3906035990656926e-07,2.5294137339310604e-08,1.1376622256725869e-07,2.5294137339310604e-08,5.582010298050045e-09,1.629636531147086e-07,0.0,1.629636531147086e-07,0.0,5.0630940471753054e-08,1.3917342372458345e-07,1.291400043186546e-09,1.378820236813969e-07,1.291400043186546e-09,3.837211884052553e-09,1.1291711567169585e-07,0.0,1.1291711567169585e-07,0.0,1.8037721730028063e-09,3.547413675193414e-06,1.816618328619956e-06,1.7307953465734577e-06,1.816618328619956e-06,1.609693111771403e-06,2.721489775034085e-07,2.9043092447748664e-08,2.431058850556598e-07,2.9043092447748664e-08,1.7319576150862964e-07,2.42640383184745e-07,8.731951660393948e-09,2.339084315243511e-07,8.731951660393948e-09,7.382311633538142e-08,1.533767211455184e-07,6.273441768312298e-09,1.4710327937720608e-07,6.273441768312298e-09,3.930427543887076e-08,1.750653319658637e-07,6.299641173955573e-09,1.687656907919081e-07,6.299641173955573e-09,4.933518210559314e-08,5.669117408678452e-07,8.130341524250633e-08,4.856083256253391e-07,8.130341524250633e-08,3.663074836007972e-07,1.3060315842722496e-06,3.285091162257782e-07,9.775224680464715e-07,3.285091162257782e-07,9.417409307499444e-07,1.0638096328142965e-06,4.599042116927525e-07,6.039054211215439e-07,4.599042116927525e-07,6.022754189262415e-07,2.5402417642567773e-06,7.724548251525677e-07,1.767786939104209e-06,3.083797940751366e-07,1.2217429759540592e-06,0.0,0.0,0.0,0.0,0.0
0_01765,3.489043833918642e-08,0.0,3.489043833918642e-08,0.0,0.0,9.518115992292337e-08,0.0,9.518115992292337e-08,0.0,1.7872458625847184e-08,1.7596176958478676e-07,6.155755384343005e-10,1.7534619404635245e-07,6.155755384343005e-10,9.62122308602643e-09,6.88615528351053e-08,2.096261739515423e-09,6.676529109558989e-08,2.096261739515423e-09,3.291294474900014e-08,4.674816941720941e-08,4.90234002531101e-10,4.625793541467831e-08,4.90234002531101e-10,1.0382437045466796e-09,1.5351971012802208e-06,7.935019894618309e-07,7.416951118183903e-07,7.917025975069711e-07,6.836107668245444e-07,4.7418048892565935e-08,1.7856669130185522e-08,2.956137976238041e-08,1.7856669130185522e-08,9.353253405423667e-10,4.3182447680773683e-08,0.0,4.3182447680773683e-08,0.0,4.877786928944889e-09,2.6041681164062063e-08,0.0,2.6041681164062063e-08,0.0,0.0,3.0950323990738555e-08,0.0,3.0950323990738555e-08,0.0,0.0,1.6858733165263236e-06,8.838562283588352e-07,8.020170881674882e-07,8.838562283588352e-07,7.500255582067705e-07,1.899103817732426e-07,4.107772652927493e-08,1.4883265524396768e-07,4.107772652927493e-08,1.430051680224893e-07,8.279189546837496e-08,1.0987666527975316e-08,7.180422894039966e-08,1.0987666527975316e-08,2.0731741021306012e-08,1.7321218905622365e-08,0.0,1.7321218905622365e-08,0.0,0.0,3.4829721829263495e-08,0.0,3.4829721829263495e-08,0.0,0.0,3.880383559101853e-07,7.422107630944755e-08,3.1381727960073775e-07,7.422107630944755e-08,2.514911330422657e-07,1.025013881839286e-06,3.113128749105982e-07,7.137010069286879e-07,3.110344515026152e-07,6.990511393566641e-07,8.657776048984271e-07,3.277442126228309e-07,5.380333922755963e-07,3.277442126228309e-07,5.378750108682161e-07,2.231353704160841e-06,6.729510396472153e-07,1.558402664513626e-06,3.319102766639789e-07,1.0665587662731764e-06,0.0,0.0,0.0,0.0,0.0
0_01971,2.2905728159795773e-08,1.8016570048745007e-09,2.1104071154921265e-08,1.8016570048745007e-09,4.5108849591785e-09,2.5540548307177066e-08,5.183250877736504e-10,2.5022223219403413e-08,5.183250877736504e-10,3.976571926638053e-09,5.509344494020316e-08,0.0,5.509344494020316e-08,0.0,1.0291370778570134e-08,2.8702571467485657e-08,3.996323194127539e-09,2.470624827335812e-08,3.996323194127539e-09,1.7494640862366275e-08,3.1744430711438134e-08,1.1866494246129463e-09,3.055778128682518e-08,1.1866494246129463e-09,5.139285130913627e-09,7.725862337351856e-07,3.102225208853561e-07,4.623637128498295e-07,3.102225208853561e-07,4.24075871597887e-07,1.2777218660648121e-08,4.517119576052616e-09,8.260099084595507e-09,4.517119576052616e-09,6.028783788290529e-09,3.567608868965974e-08,0.0,3.567608868965974e-08,0.0,2.17164252605304e-08,1.3316876202877412e-08,5.482294516224941e-10,1.2768646751254916e-08,0.0,0.0,3.352565047871442e-09,0.0,3.352565047871442e-09,0.0,0.0,7.277678219998616e-07,2.9489327069866334e-07,4.328745513011981e-07,2.9489327069866334e-07,3.989685546423985e-07,2.349425931115843e-07,4.8100875615681473e-08,1.8684171749590288e-07,4.8100875615681473e-08,1.783265802159319e-07,4.416107861496121e-08,6.387894261904695e-10,4.352228918877074e-08,6.387894261904695e-10,1.4832657896067929e-08,2.9111027915260452e-08,3.129434566352139e-09,2.5981593348908303e-08,3.129434566352139e-09,7.558923906679504e-09,2.2860639810730362e-08,1.798093511499955e-09,2.1062546299230402e-08,1.798093511499955e-09,4.501964965700587e-09,1.794744307226078e-07,4.499074296493639e-08,1.3448368775767145e-07,4.499074296493639e-08,1.1490127659804653e-07,9.84919169702923e-07,3.4256900636469297e-07,6.423501633382301e-07,3.3728829564579373e-07,6.070681631212944e-07,7.511915505795042e-07,2.874415370961811e-07,4.637500134833231e-07,2.874415370961811e-07,4.637500134833231e-07,1.8168883984497224e-06,5.970416731586995e-07,1.2198467252910225e-06,3.0740864614619125e-07,8.203357212558985e-07,0.0,0.0,0.0,0.0,0.0
0_022,0.0,0.0,0.0,0.0,0.0,2.1403547483395647e-10,0.0,2.1403547483395647e-10,0.0,0.0,1.8952335067718875e-09,0.0,1.8952335067718875e-09,0.0,1.8952335067718875e-09,4.339924239659379e-09,3.996161094342017e-09,3.43763145317362e-10,3.996161094342017e-09,3.43763145317362e-10,0.0,0.0,0.0,0.0,0.0,2.6639507319996137e-07,1.5222575611426362e-07,1.1416931708569773e-07,1.5222575611426362e-07,1.0148383740950909e-07,1.020807769911049e-09,1.020807769911049e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.447452279185212e-07,1.583645592413961e-07,8.638066867712516e-08,1.583645592413961e-07,8.638066867712516e-08,2.775055934794599e-07,7.674054405093549e-08,2.007650494285244e-07,7.674054405093549e-08,1.9850273251096698e-07,7.346655473914699e-09,0.0,7.346655473914699e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.454480207403766e-08,2.2781834769941843e-08,4.176296730409584e-08,2.2781834769941843e-08,4.176296730409584e-08,5.301205559721399e-07,1.8171223425356792e-07,3.48408321718572e-07,1.8171223425356792e-07,3.48408321718572e-07,6.586678435520585e-07,2.958709265884669e-07,3.627969169635917e-07,2.958709265884669e-07,3.627969169635917e-07,1.2757754637104486e-06,5.293069368247321e-07,7.464685268857166e-07,3.16949238394727e-07,4.4912154278998297e-07,0.0,0.0,0.0,0.0,0.0
0_0244,2.587436417840052e-09,2.282054186319724e-09,3.053822315203271e-10,2.282054186319724e-09,3.053822315203271e-10,2.5726420737674257e-10,0.0,2.5726420737674257e-10,0.0,2.5726420737674257e-10,2.592475059013396e-10,0.0,2.592475059013396e-10,0.0,2.592475059013396e-10,0.0,0.0,0.0,0.0,0.0,2.5378862022377225e-08,1.2689431011188612e-08,1.2689431011188612e-08,1.2689431011188612e-08,1.2689431011188612e-08,1.1416931708569773e-07,2.5370959352377283e-08,8.879835773332045e-08,2.5370959352377283e-08,6.342739838094317e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0364996607580648e-07,1.7438427085309305e-08,8.621153899049716e-08,1.7438427085309305e-08,5.7399125855098144e-08,2.939946956982085e-07,1.257309992235263e-07,1.6826369647468217e-07,1.257309992235263e-07,1.0905764399047453e-07,1.757854266599046e-09,0.0,1.757854266599046e-09,0.0,1.757854266599046e-09,4.5891471590187266e-09,4.2838582986988995e-09,3.0528886031982667e-10,4.2838582986988995e-09,3.0528886031982667e-10,2.5844082061802754e-09,2.2793674750755503e-09,3.0504073110472557e-10,2.2793674750755503e-09,3.0504073110472557e-10,3.929405960342778e-08,1.0117777164524723e-08,2.9176282438903052e-08,1.0117777164524723e-08,2.9176282438903052e-08,4.708377255131993e-07,1.965454267155753e-07,2.74292298797624e-07,1.965454267155753e-07,2.74292298797624e-07,5.238153733264577e-07,2.451246239715538e-07,2.78690749354904e-07,2.451246239715538e-07,2.78690749354904e-07,1.09283616271034e-06,4.301130827120194e-07,6.627230799983206e-07,2.69279115383338e-07,3.960631657599849e-07,0.0,0.0,0.0,0.0,0.0
0_02705,3.408437316916896e-09,0.0,3.408437316916896e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1191051710249126e-10,0.0,3.1191051710249126e-10,0.0,3.1191051710249126e-10,1.4157328720994475e-09,0.0,1.4157328720994475e-09,0.0,1.4157328720994475e-09,1.2689431011188612e-08,0.0,1.2689431011188612e-08,0.0,0.0,3.805643902856591e-08,0.0,3.805643902856591e-08,0.0,2.5370959352377283e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1455642919808435e-08,0.0,3.1455642919808435e-08,0.0,2.8005730549978323e-08,2.5490805601489776e-07,1.716924295724399e-07,8.321562644245785e-08,7.771078494546042e-08,4.5958059391363794e-08,0.0,0.0,0.0,0.0,0.0,6.565454207808844e-10,0.0,6.565454207808844e-10,0.0,0.0,3.403543290991333e-09,0.0,3.403543290991333e-09,0.0,0.0,3.3019271390761746e-08,3.303151766189718e-09,2.9716119624572023e-08,3.303151766189718e-09,2.9716119624572023e-08,2.2594606296442218e-07,7.88609216987488e-08,1.4708514126567334e-07,7.88609216987488e-08,1.4708514126567334e-07,3.600462991355995e-07,1.318640933631231e-07,2.281822057724765e-07,1.318640933631231e-07,2.281822057724765e-07,8.873314872343158e-07,3.263096463698616e-07,5.610218408644542e-07,2.054113030030786e-07,3.774672450249793e-07,0.0,0.0,0.0,0.0,0.0
